routeframecode,extendedcode,framealtcode,latitude,longitude,framesizefamilycode,framesizename,productformatname,digital,modeltype,productformatmarketingname,revenuestreamname,channelname,visualunitcode,visualunitname,linkedassetcode,linkedassetname,geographicalareacode,geographicalareaname,geolevelname,startdate,enddate,maxstatusdate,tvareacode,tvareaname,conurbationcode,routetowncode,routetownname,districtcode,sitecode,furnitureindex,address,postcode,postalsector,businessareacode,businessareagroupcode,productformatmarketingcode,revenuestreamcode,activestatus,currentstatus,businessareaname,conurbation,extid,fsizename,productformatcode,sitenumber,medialength,dayframe
MN0215AB.CI,MN0215AB.CI,520010,40.746501,-73.990037,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2007-05-01,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0215AB,MN0215AB,"6TH AV, BETWEEN W 28 ST & W 29 ST",10001,10001,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9310,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0220AB.CO,MN0220AB.CO,520019,40.755981,-73.983143,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2007-05-14,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0220AB,MN0220AB,"6TH AV, BETWEEN W 43 ST & W 44 ST",10036,10036,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9318,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0220AB.CI,MN0220AB.CI,520018,40.755981,-73.983143,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2007-05-14,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0220AB,MN0220AB,"6TH AV, BETWEEN W 43 ST & W 44 ST",10036,10036,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9320,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01565AB.CI,MN01565AB.CI,30826522,40.744027,-73.973874,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2016-07-28,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01565AB,MN01565AB,"34 ST, @ 1 AVENUE",10016,10016,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9373,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01576AB.CI,MN01576AB.CI,30568244,40.731899,-73.982031,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2014-07-05,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01576AB,MN01576AB,"1ST AV, @ E 15 STREET",10009,10009,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9376,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01588AB.CO,MN01588AB.CO,30859637,40.738034,-73.977585,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2013-08-29,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01588AB,MN01588AB,"1ST AV, @ E 25 STREET",10010,10010,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9409,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0367AB.CO,MN0367AB.CO,520287,40.788574,-73.976055,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2007-10-04,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0367AB,MN0367AB,"BROADWAY, BETWEEN W 86 ST & W 87 ST",10024,10024,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9486,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0368AB.CO,MN0368AB.CO,520289,40.788151,-73.976896,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2011-03-12,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0368AB,MN0368AB,"BROADWAY, BETWEEN W 86 ST & W 85 ST",10024,10024,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9490,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01594AB.CI,MN01594AB.CI,30568272,40.731842,-73.982073,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2014-07-05,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01594AB,MN01594AB,"1ST AV, @ E 15 STREET",10009,10009,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9507,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0135AB.CI,MN0135AB.CI,519866,40.737634,-73.981244,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2011-05-11,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0135AB,MN0135AB,"2ND AV, BETWEEN E 23 ST & E 22 ST",10010,10010,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9543,Default format type,NY-AB-DIG,"",10.0,2022-03-23
NS4202KI.CL,NS4202KI.CL,30568096,40.774851,-73.982073,formattype0,Newsstand Digital 84,NYSF Newsstand Digital,1,Digital,default,NY - Newsstand,New York Street,NS4202KI,NS4202KI,"","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2010-09-01,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.NS4202KI,NS4202KI,"BROADWAY, @ W 67 STREET (12X6)",10023,10023,NYSF,NYSF,DEFAULT,NYNS,1,1,NY - Street Furniture,Non-Conurbation,9682,Default format type,NY-NEWS-DI,"",10.0,2022-03-23
NS4202KI.CP,NS4202KI.CP,30568051,40.774851,-73.982073,formattype0,Newsstand Digital 84,NYSF Newsstand Digital,1,Digital,default,NY - Newsstand,New York Street,NS4202KI,NS4202KI,"","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2010-09-01,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.NS4202KI,NS4202KI,"BROADWAY, @ W 67 STREET (12X6)",10023,10023,NYSF,NYSF,DEFAULT,NYNS,1,1,NY - Street Furniture,Non-Conurbation,9686,Default format type,NY-NEWS-DI,"",10.0,2022-03-23
NS4216KI.CP,NS4216KI.CP,30568060,40.726606,-74.005525,formattype0,Newsstand Digital 84,NYSF Newsstand Digital,1,Digital,default,NY - Newsstand,New York Street,NS4216KI,NS4216KI,"","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2010-09-27,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.NS4216KI,NS4216KI,"VARICK ST, @ VANDAM STREET (12X6)",10014,10014,NYSF,NYSF,DEFAULT,NYNS,1,1,NY - Street Furniture,Non-Conurbation,9810,Default format type,NY-NEWS-DI,"",10.0,2022-03-23
NS4216KI.CL,NS4216KI.CL,30568106,40.726606,-74.005525,formattype0,Newsstand Digital 84,NYSF Newsstand Digital,1,Digital,default,NY - Newsstand,New York Street,NS4216KI,NS4216KI,"","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2010-09-27,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.NS4216KI,NS4216KI,"VARICK ST, @ VANDAM STREET (12X6)",10014,10014,NYSF,NYSF,DEFAULT,NYNS,1,1,NY - Street Furniture,Non-Conurbation,9811,Default format type,NY-NEWS-DI,"",10.0,2022-03-23
NS4346KI.CL,NS4346KI.CL,30887709,40.762246,-73.978867,formattype0,Newsstand Digital 84,NYSF Newsstand Digital,1,Digital,default,NY - Newsstand,New York Street,NS4346KI,NS4346KI,"","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2018-09-06,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.NS4346KI,NS4346KI,6TH AVE @ W 54TH ST,10019,10019,NYSF,NYSF,DEFAULT,NYNS,1,1,NY - Street Furniture,Non-Conurbation,9821,Default format type,NY-NEWS-DI,"",10.0,2022-03-23
NS4346KI.CP,NS4346KI.CP,30887701,40.762246,-73.978867,formattype0,Newsstand Digital 84,NYSF Newsstand Digital,1,Digital,default,NY - Newsstand,New York Street,NS4346KI,NS4346KI,"","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2018-09-06,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.NS4346KI,NS4346KI,6TH AVE @ W 54TH ST,10019,10019,NYSF,NYSF,DEFAULT,NYNS,1,1,NY - Street Furniture,Non-Conurbation,9823,Default format type,NY-NEWS-DI,"",10.0,2022-03-23
MN0061AB.CO,MN0061AB.CO,519721,40.757303,-73.9635,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2011-04-28,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0061AB,MN0061AB,"1ST AV, BETWEEN E 55 ST & E 56 ST",10022,10022,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9885,Default format type,NY-AB-DIG,"",10.0,2022-03-23
NS4271KI.CP,NS4271KI.CP,30616515,40.715106,-74.011375,formattype0,Newsstand Digital 84,NYSF Newsstand Digital,1,Digital,default,NY - Newsstand,New York Street,NS4271KI,NS4271KI,"","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2011-08-02,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.NS4271KI,NS4271KI,"GREENWICH ST, @ MURRAY STREET (12X6)",10007,10007,NYSF,NYSF,DEFAULT,NYNS,1,1,NY - Street Furniture,Non-Conurbation,9903,Default format type,NY-NEWS-DI,"",10.0,2022-03-23
NS4271KI.CL,NS4271KI.CL,30616516,40.715106,-74.011375,formattype0,Newsstand Digital 84,NYSF Newsstand Digital,1,Digital,default,NY - Newsstand,New York Street,NS4271KI,NS4271KI,"","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2011-08-02,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.NS4271KI,NS4271KI,"GREENWICH ST, @ MURRAY STREET (12X6)",10007,10007,NYSF,NYSF,DEFAULT,NYNS,1,1,NY - Street Furniture,Non-Conurbation,9908,Default format type,NY-NEWS-DI,"",10.0,2022-03-23
MN0116AB.CO,MN0116AB.CO,30864327,40.759069,-73.965646,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2018-01-20,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0116AB,MN0116AB,2ND AVE @ 56TH ST,10022,10022,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9933,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0106AB.CI,MN0106AB.CI,30910835,40.768529,-73.958721,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2017-06-05,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0106AB,MN0106AB,2ND AVE @ E 72ND ST,10021,10021,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9962,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01622AB.CO,MN01622AB.CO,30662819,40.735462,-73.985444,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2013-02-07,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01622AB,MN01622AB,"3RD AV, @ E 17 STREET",10003,10003,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,9989,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01634AB.CO,MN01634AB.CO,30761951,40.747384,-73.981869,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2015-08-27,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01634AB,MN01634AB,"E 34 ST, @ PARK AVE",10016,10016,NYSF,NYSF,DEFAULT,NYBS,1,0,NY - Street Furniture,Non-Conurbation,10000,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01648AB.CI,MN01648AB.CI,30664589,40.744308,-73.973018,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2013-10-15,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01648AB,MN01648AB,"1ST AV, @ E 35 ST",10016,10016,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,10014,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01650AB.CI,MN01650AB.CI,30740011,40.731676,-73.982191,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2014-07-05,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01650AB,MN01650AB,"1ST AV, @ E 15 ST",10009,10009,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,10018,Default format type,NY-AB-DIG,"",10.0,2022-03-23
NS4021KI.CP,NS4021KI.CP,30454189,40.756143,-73.98743,formattype0,Newsstand Digital 84,NYSF Newsstand Digital,1,Digital,default,NY - Newsstand,New York Street,NS4021KI,NS4021KI,"","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2010-10-07,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.NS4021KI,NS4021KI,"42 ST, @ 7 AVE (12X6)",10036,10036,NYSF,NYSF,DEFAULT,NYNS,1,1,NY - Street Furniture,Non-Conurbation,10279,Default format type,NY-NEWS-DI,"",10.0,2022-03-23
NS4021KI.CL,NS4021KI.CL,30454188,40.756143,-73.98743,formattype0,Newsstand Digital 84,NYSF Newsstand Digital,1,Digital,default,NY - Newsstand,New York Street,NS4021KI,NS4021KI,"","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2010-10-07,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.NS4021KI,NS4021KI,"42 ST, @ 7 AVE (12X6)",10036,10036,NYSF,NYSF,DEFAULT,NYNS,1,1,NY - Street Furniture,Non-Conurbation,10282,Default format type,NY-NEWS-DI,"",10.0,2022-03-23
MN01033AB.CI,MN01033AB.CI,30762400,40.745503,-73.998182,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2015-10-23,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01033AB,MN01033AB,"8TH AV, BETWEEN 23 ST & 24 ST",10011,10011,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,10544,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01129AB.CI,MN01129AB.CI,30762391,40.74004,-74.0029,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2015-10-18,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01129AB,MN01129AB,"14 ST, BETWEEN 8 AV & 9 AV",10014,10014,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,10557,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01142AB.CI,MN01142AB.CI,30762384,40.722233,-73.993471,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2007-07-25,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01142AB,MN01142AB,"BOWERY ST, BETWEEN PRINCE ST & RIVINGTON",10012,10012,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,10558,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01213AB.CO,MN01213AB.CO,521002,40.721081,-74.005101,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2011-04-28,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01213AB,MN01213AB,"6TH AV, @ WEST BROADWAY",10013,10013,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,10568,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN01534AB.CI,MN01534AB.CI,30568218,40.741061,-73.988695,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2010-06-25,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN01534AB,MN01534AB,"23 ST, @ BROADWAY",10010,10010,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,10585,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0044AB.CI,MN0044AB.CI,519686,40.737352,-73.978046,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2011-05-11,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0044AB,MN0044AB,"1ST AV, BETWEEN E 23 ST & E 24 ST",10010,10010,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,10901,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0048AB.CI,MN0048AB.CI,519694,40.739,-73.976829,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2008-04-09,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0048AB,MN0048AB,"1ST AV, BETWEEN E 26 ST & E 27 ST",10016,10016,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,10910,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0054AB.CI,MN0054AB.CI,30859629,40.75059,-73.96836,formattype0,Digital Bus Shelter 86in,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2014-06-18,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0054AB,MN0054AB,1ST AV @ 45 ST,10017,10017,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,10921,Default format type,NY-AB-DIG,"",10.0,2022-03-23
MN0053AB.CI,MN0053AB.CI,519704,40.749264,-73.969332,formattype0,Digital Bus Shelter 84inch,NYSF Bus Shelter Digital,1,Digital,default,NY - Bus Shelter,New York Street,"","","","",NYC-1460-MN-B96,NYC-1460-MN-B96,Manhattan,2014-04-22,2099-12-31,2099-12-31,A,USA,NONE,NEW YORK,NEW YORK,1460,S.MN0053AB,MN0053AB,"1ST AV, BETWEEN E 42 ST & E 43 ST",10017,10017,NYSF,NYSF,DEFAULT,NYBS,1,1,NY - Street Furniture,Non-Conurbation,10924,Default format type,NY-AB-DIG,"",10.0,2022-03-23
